Material_ID,Formula,Bandgap,Formation_Energy,Volume
mp-1418444,AlAgO3,0.0,-0.2508367233333331,64.17906273811799
mp-1183159,AlAuO3,0.0,-1.4004608930000004,53.21380497954464
mp-8110,AlBO3,5.8392,-3.1183578568333337,81.46986382228383
mp-23080,AlBiO3,1.4958,-2.432236615,54.31911150734789
mp-551918,AlBiO3,2.8716,-2.500510785000001,113.6752137295987
mp-775763,AlBiO3,3.0461,-2.475551670500001,284.0844556688522
mp-1344602,AlBiO3,0.9480000000000004,-2.3190562765000005,273.8452642962739
mp-1376082,AlBiO3,0.7506000000000004,-2.036173579333335,409.82569070936927
mp-1392353,AlBiO3,0.6410999999999998,-1.6882482120000006,147.97103559945393
mp-1413511,AlBiO3,0.0,-0.8888229550000005,78.10549111437122
mp-1202918,AlBr3N,0.3441999999999998,0.0846246413749995,2982.0417732849783
mp-10037,AlCo3C,0.0,-0.2012281214999973,51.59979334082594
mp-754022,AlCoO3,0.2610000000000001,-2.225202081999999,93.40382959355364
mp-756947,AlCoO3,0.8609,-2.239631630499999,199.73401558336545
mp-776216,AlCoO3,0.3481000000000005,-2.236437596,93.2390744041256
mp-1178576,AlCoO3,2.5825,-2.3099153789999995,88.02147690236615
mp-1248478,AlCoO3,0.0,-2.090569429333334,300.83541597823785
mp-1348445,AlCoO3,0.0,-2.102443903666667,293.4346035604501
mp-1378752,AlCoO3,1.1593,-2.1592547884999997,171.3532126131805
mp-1386773,AlCoO3,0.0,-2.084813791,96.91991245037585
mp-1404938,AlCoO3,0.0514999999999998,2.733328715,93.23909210681114
mp-1435808,AlCoO3,0.0,-1.0433438590000002,50.426713548382544
mp-1251690,AlCrO3,1.1578,-2.5444270129999995,306.4745698006157
mp-1345463,AlCrO3,1.8028999999999995,-2.7202839275,191.0202958801217
mp-1383064,AlCrO3,0.0,-1.5538115110000006,54.568296419178175
mp-1385937,AlCrO3,0.0,-2.5216583690000007,102.8053083398928
mp-776172,AlCuO3,0.3500000000000005,-2.055902871,198.42876062512912
mp-1178579,AlCuO3,0.2210999999999998,-2.0298278419999995,93.92117845950877
mp-1253258,AlCuO3,0.0,-1.9731494203333344,289.82739014121466
mp-1347317,AlCuO3,0.0,-1.9576538345,193.4519105341512
mp-1412082,AlCuO3,0.0,-1.9378782840000008,97.00166525182576
mp-1504314,AlCuO3,0.0,-0.848998753,50.618016416915935
mp-1206715,AlFe3B,0.0,-0.1465771858333326,55.84468045961814
mp-22793,AlFe3C,0.0,-0.1597494709999992,54.43025908535758
mp-1206123,AlFe3H,0.0,-0.2050047222499998,50.634665689260885
mp-1206767,AlFe3N,0.0,-0.3101640529999983,51.39009803799576
mp-1206753,AlFe3O,0.0,0.542747053,69.61085155162793
mp-21216,AlFeO3,2.0193000000000003,-2.5228653455,410.0410451498143
mp-776154,AlFeO3,2.1089,-2.486505097,182.98391243946455
mp-1178577,AlFeO3,2.1956,-2.5342683280000005,193.12520973604157
mp-1254277,AlFeO3,1.3295000000000003,-2.2865880094999995,179.40360141259467
mp-1259818,AlFeO3,1.3607999999999991,-2.356194891999999,197.9087281123728
mp-1264966,AlFeO3,0.6706000000000003,-2.3307735885,197.55869509092068
mp-1398131,AlFeO3,0.0,-2.3012766299999994,105.2782827603756
mp-1421498,AlFeO3,0.0,-1.1625261929999993,54.91632829150119
mp-756686,AlGaO3,2.6071,-2.740240361500001,182.42240177281883
mp-772187,AlGaO3,3.1117000000000004,-2.8190306032500003,394.62822780999744
mp-772898,AlGaO3,3.2132,-2.8201032385000007,399.1495589770759
mp-754157,AlInO3,2.162,-2.6756491303333325,112.28447654040944
mp-1178550,AlInO3,0.0,-2.6472754318333336,202.9318362183001
mp-1183160,AlInO3,0.0,-2.242504650333333,51.25826144368386
mp-504482,AlInS3,2.3614,-1.0024900663541665,713.3884528706352
mp-862787,AlInSe3,1.6095999999999997,-0.8639210584375008,815.5387502722511
mp-1183133,AlIrO3,0.0,-1.2007520509999998,49.1923229250551
mp-1246835,AlMoN3,1.4508,-0.6516382129999997,297.44837391102067
mp-1248370,AlMoO3,0.7348211241915683,-2.159343135000001,320.8516001512004
mp-1373731,AlMoO3,1.4177,-2.4467161835,222.55271337121223
mp-1389151,AlMoO3,0.0,-2.0427836350000006,114.37731397711198
mp-1433892,AlMoO3,0.0,-1.4031979090000006,64.37132382637047
mp-1207084,AlNi3C,0.0,-0.1752284314999982,53.20574125296955
mp-1228852,AlNi3Sb,0.0,-0.2104527689999969,72.56830524210673
mp-1183176,AlNiO3,0.0,-1.386456107,48.94206694176443
mp-1333178,AlNiO3,0.0,-1.8461723743333327,279.6365120675449
mp-1376903,AlNiO3,0.0,-2.013076565499999,178.30148622464873
mp-1400395,AlNiO3,0.0,-1.8356447310000008,93.4651059583781
mp-1416557,AlNiO3,0.0,-0.8944861109999998,49.00876957089664
mp-1228805,AlOF3,0.0,-2.1319150660000004,55.91190406641605
mp-1183154,AlPbO3,0.0,-2.1913187029999994,56.3792677148114
mp-776116,AlPdO3,0.0,-1.9337845760000008,229.89356275876952
mp-1178574,AlPdO3,0.0,-1.9729209909999996,106.52686856388704
mp-10040,AlPt3C,0.0,0.1633352225000123,73.3049133087409
mp-1178547,AlRhO3,1.7659000000000002,-2.2230085360000005,98.89501139978404
mp-1079481,AlSBr3,0.1478999999999999,-0.8531906474999996,379.9353111774173
mp-1183134,AlSbO3,1.1346000000000007,-2.269544729,52.90157170346336
mp-1261047,AlSbO3,3.9107,-2.5272918515,324.7624693329945
mp-1371447,AlSbO3,0.3160999999999996,-2.2492761575,259.2869453433543
mp-1374707,AlSbO3,1.2462305062403232,-2.1830403900000004,366.0001212140007
mp-1384267,AlSbO3,0.0,-1.7871164909999997,136.03416288565865
mp-1421511,AlSbO3,0.0,-1.2706323570000002,66.5165215902092
mp-1183132,AlSiO3,0.0,-2.1541497029999994,45.08068987243336
mp-5168,AlSiP3,0.2885999999999997,-0.3731100400357149,358.9944606963184
mp-31220,AlSiTe3,1.2309,-0.3323823159999989,304.8783183710749
mp-1248301,AlSnO3,0.0,-2.242107410666667,355.83394483580383
mp-1340379,AlSnO3,0.0,-2.436627378,255.89970394060344
mp-1406914,AlSnO3,0.0,-2.013690624,127.22052767406466
mp-1426094,AlSnO3,0.0,-1.353432764,65.77111511498312
mp-768539,AlTlO3,0.7376999999999994,-2.188174606166668,214.2828019174193
mp-756082,AlVO3,2.1442,-2.894106270500001,184.73950209166097
mp-765647,AlVO3,1.1677,-2.8918167545,430.7649427287126
mp-802021,AlVO3,0.0,-0.8971767810000003,430.76472283781874
mp-1178549,AlVO3,1.569,-2.9607334800000005,186.1127752626733
mp-1183128,AlVO3,0.0,-2.271212851,48.24822233179429
mp-1248251,AlVO3,1.6791999999999998,-2.828931864500001,200.08143917242444
mp-1384488,AlVO3,0.0,-2.6529463370000004,105.4457148889399
mp-1395974,AlVO3,0.0,-1.751975723000001,55.87365738853553
mp-1246403,AlWN3,1.5971,-0.6299264073749982,337.3770936711151
mp-1046804,AlWO3,0.8598999999999997,-2.343923777,251.2622428287048
mp-1251647,AlWO3,0.598787425193275,-2.0816418336666667,326.1757904694498
mp-1400236,AlWO3,0.0,-1.892879432,120.06924844116422
mp-1417649,AlWO3,0.0,-1.4513361689999988,61.36049434821571
mp-755240,AsAuO3,0.3576999999999999,-1.0752385365,344.1840454762892
mp-27274,AsCF3,3.3193,-1.4845823502499995,744.6103725149252
mp-29863,AsCl3O,2.5284,-0.7876749515000003,502.696636325978
mp-1214882,AuI3N,0.1535999999999999,0.9506459985,799.1444318204444
mp-1189694,AuNCl3,0.0,0.434957572,543.3962325465467
mp-1183212,BAuO3,0.0,-0.3007316188333334,42.75273889652396
mp-1183221,BIrO3,0.0,-0.2935077548333332,39.84966404394991
mp-1246423,BMoN3,1.0201000000000002,-0.427712862833333,309.5160734435566
mp-984553,BOsO3,0.0,-0.2244356208333329,39.56185275227554
mp-984554,BPbO3,0.0,-1.063800782833333,45.34560992453003
mp-1183242,BPdO3,0.0,-0.5565497328333329,40.30795288597972
mp-1183277,BPtO3,0.0,-0.3203518208333328,40.96458071752925
mp-753806,BSbO3,3.7698,-2.226882067833333,155.7272770647208
mp-755829,BSbO3,3.654900000000001,-2.227707467333334,313.2766235360048
mp-1183211,BSbO3,1.4054000000000002,-1.260583828833333,43.6404189449344
mp-1183194,BTeO3,0.0,-0.8221644321666666,44.47169373442934
mp-1013709,Ba3AsN,0.0,0.2932660614999989,236.78788656758616
mp-1013734,Ba3AsN,0.0,-0.7428217785000009,165.25088001816093
mp-1013586,Ba3AsP,0.0,-0.6829273324285715,223.74848125104208
mp-1013711,Ba3AsP,0.0,-0.4999520884285715,234.54083393706424
mp-1013563,Ba3BiAs,0.0,-0.8243075855000004,243.874471775472
mp-1013716,Ba3BiAs,0.0,-0.308992057499999,281.4913563156466
mp-567666,Ba3BiN,0.6473,-0.8488473629999987,350.63115470065736
mp-1013549,Ba3BiN,0.0,-0.7924901430000005,176.75777433123696
mp-1013710,Ba3BiN,0.0,0.6185962629999995,288.80478100000005
mp-1013691,Ba3BiP,0.0,-0.8450844469285712,231.7567082809899
mp-1013713,Ba3BiP,0.0,-0.1508650549285704,279.8827255847095
mp-1013584,Ba3BiSb,0.0,-0.6644113280000002,279.42239633610365
mp-1013719,Ba3BiSb,0.0,-0.5302363620000005,285.71915815502155
mp-17833,Ba3GeO,0.3565999999999998,-1.4398000859999986,633.6201367693964
mp-13288,Ba3LiN,0.0,-0.3072441436666672,413.08664456492033
mp-8868,Ba3NaN,0.0,-0.3319699782758622,441.6159639223956
mp-1013533,Ba3PN,0.0,-0.6362765459285711,161.94332566307529
mp-1013707,Ba3PN,0.0,0.2573049020714286,222.55052458545015
mp-29242,Ba3PbO,0.0,-1.4923875269999978,168.36538573045777
mp-1013562,Ba3SbAs,0.1486,-0.8163799735000001,240.3848551212912
mp-1013714,Ba3SbAs,0.0,-0.4210205835,273.7331402002433
mp-12814,Ba3SbN,0.6988000000000003,-0.8872129459999997,339.61884922233
mp-1013557,Ba3SbN,0.0,-0.8319845689999994,173.14220782832547
mp-1013708,Ba3SbN,0.0,0.5097042050000002,277.167808
mp-1013712,Ba3SbP,0.0,-0.2644589809285705,272.53363290988204
mp-1013737,Ba3SbP,0.2991999999999999,-0.8435724669285711,228.4551282878871
mp-754940,Ba3SiO,0.0,-1.2794884550000003,159.55759664725554
mp-755363,Ba3SiO,0.4216999999999999,-1.3309927080000008,630.4347580643596
mp-29243,Ba3SnO,0.0,-1.531505142000002,166.567112694078
mp-1183283,BaAlO3,0.0,-2.895402251,61.95120363810828
mp-1183287,BaAuO3,0.0,-1.464683951,74.70777290092101
mp-1214407,BaBO3,0.0,-1.5739431428333333,53.74918146839155
mp-1183282,BaBeO3,0.0,-2.0259470640000004,59.04946220190078
mp-22942,BaBiO3,0.0,-2.233409576999999,167.31160052336443
mp-23438,BaBiO3,0.0,-2.2085408440000003,173.5986381818341
mp-23482,BaBiO3,0.0632999999999999,-2.2325918059999976,167.38710722210985
mp-545783,BaBiO3,0.0,-2.212216009,86.82725775700082
mp-559051,BaBiO3,0.0,-2.233427010999999,334.6660467207428
mp-644369,BaBiO3,0.1010999999999997,-1.2864721030000006,194.21786912608695
mp-1182285,BaBiO3,1.1031000000000004,-1.5902281980000006,207.7249421635248
mp-1227955,BaBiO3,0.0,-2.210577817,87.31982579640245
mp-27365,BaBiSe3,0.7321,-1.317199690156248,1254.1615237266026
mp-4559,BaCO3,4.4228,-2.660934526,75.0831109614839
mp-5504,BaCO3,4.397399999999999,-2.6827792610000047,308.7916524320886
mp-34195,BaCO3,4.354299999999999,-2.647419671,151.32585039685978
mp-545643,BaCO3,3.976,-2.578282466,149.78570995693735
mp-674478,BaCO3,4.1702,-2.63287239,177.2171227211266
mp-675324,BaCO3,4.0966000000000005,-2.6069554589999995,173.1642522391652
mp-676020,BaCO3,4.0287,-2.649013353000001,167.4391229382875
mp-762225,BaCO3,4.474,-2.669542427000001,164.9460009684019
mp-1227982,BaCO3,4.1409,-2.6337288,88.92776224512441
mp-2506699,BaCO3,4.9758,-2.6673191170000026,158.4914239428948
mp-2626703,BaCO3,4.1813,-2.638922425,166.95671010843782
mp-1183285,BaCaO3,0.0,-2.279992301,88.98091885869187
mp-583645,BaCaSn3,0.0,-0.6082997997500001,1336.2008230915474
mp-1227962,BaCd3Ga,0.0,-0.2744224214999981,134.48095271220126
mp-1183292,BaCdO3,0.0,-1.6376950989999997,79.65491918762994
mp-3187,BaCeO3,2.4469,-3.589836753000001,344.64733173556965
mp-3316,BaCeO3,2.4637,-3.589194142000001,172.2671111186429
mp-4900,BaCeO3,2.4505,-3.5873155890000006,172.44455093202092
mp-5663,BaCeO3,2.2990000000000004,-3.549502857,89.56619857936725
mp-1080782,BaClO3,0.0,-0.7920654290000002,186.35911971052624
mp-1182237,BaClO3,0.0,-1.2123967700000002,202.2212546626604
mp-1182337,BaClO3,0.1727,-1.1779917790000003,203.71955764759088
mp-18965,BaCoO3,0.0,-2.0478580120000003,263.4501234018471
mp-1076782,BaCoO3,0.0,-1.825632743,63.120523575171546
mp-1283250,BaCoO3,1.1424000000000003,-2.046802817,275.39434449527283
mp-19271,BaCrO3,0.0,-2.3254649040000004,270.6740991655128
mp-540926,BaCrO3,0.0,-2.536514513000001,396.4708704169665
mp-557081,BaCrO3,0.0,-2.538649073285715,937.44019244222
mp-1076800,BaCuO3,0.0,-1.663166091,64.17733153205626
mp-1183286,BaDyO3,0.0,-3.1176260033333323,86.82878720439085
mp-1183291,BaErO3,0.0,-3.1645876249999985,84.92105246203396
mp-1183310,BaEuO3,0.0,-2.7732890080000003,87.36750141389481
mp-19035,BaFeO3,0.0,-2.1022565076666653,61.70323615127433
mp-705845,BaFeO3,0.0,-1.6892961329999991,415.5242740147544
mp-1192651,BaFeO3,0.0,-2.150281130333332,377.7430168733332
mp-1227967,BaGa3Sn,0.0,-0.4075560295000002,129.08900839283686
mp-1069708,BaGe3Ir,0.0,-0.5248931189999979,107.2538963707574
mp-1068447,BaGe3Pd,0.0,-0.5703196169999998,109.58838808171718
mp-22346,BaGe3Pt,0.0,-0.632367121,108.867634221822
mp-1070247,BaGe3Rh,0.0,-0.5629188009999979,106.66029636464248
mp-1227958,BaGeAu3,0.0,-0.5119609610000027,117.86499185060909
mp-13863,BaGeO3,3.5515,-2.6960012115000014,345.7138411355125
mp-676865,BaGeO3,1.4290000000000005,-2.2448172053333337,567.9852833160062
mp-1016823,BaGeO3,0.0,-2.463637802000001,63.06327955363161
mp-2901869,BaGeO3,2.2342000000000004,-2.369768001666667,580.7472411339012
mp-1195469,BaGeS3,2.9958000000000005,-1.433299476249995,1100.0027687662705
mp-998552,BaHfO3,3.5394,-3.786714651,72.50319461578196
mp-998352,BaHfS3,0.8438999999999997,-2.111422738499999,125.84335405165707
mp-998361,BaHfS3,0.0,-0.5688502404999994,118.6370499391143
mp-998419,BaHfS3,0.8664999999999998,-2.132271587999999,496.25011988220575
mp-1105549,BaHfS3,1.2523999999999995,-2.139777798999998,493.2895787527485
mp-1383356,BaHfS3,0.7077999999999998,-2.1115150945,125.8768336086791
mp-1227995,BaIn3Pt,0.0,-0.5298259099999967,135.85713004346914
mp-1183288,BaInO3,0.0,-2.162446134333333,78.72164877180886
mp-1227991,BaInO3,0.0,-2.141988192333333,158.57786982262536
mp-4307,BaIrO3,0.0,-1.9759380020000008,426.1880020632002
mp-5660,BaIrO3,0.0,-1.879881157,67.78231600459345
mp-542897,BaIrO3,0.0,-2.006859299333334,427.2163393665766
mp-10250,BaLiF3,6.5716,-3.7410061156666656,63.45348177862734
mp-23818,BaLiH3,2.2146,-0.6094920114166655,64.54983172455981
mp-632808,BaLiH3,1.1987,0.0110959105833337,129.99915167544583
mp-1183284,BaLiO3,0.0,-1.653488577666667,68.25756506368646
mp-1227881,BaMgIn3,0.0,-0.339875469,148.1612556831598
mp-18840,BaMnO3,0.9341,-2.4899448742528745,196.58101951817105
mp-19156,BaMnO3,0.0,-2.482170176086207,138.62812636506428
mp-19267,BaMnO3,2.0603,-2.484337766586208,418.5344476825107
mp-35078,BaMnO3,0.7543000000000002,-2.476717523086208,257.2383259452137
mp-557535,BaMnO3,0.7427999999999999,-2.4887243145862072,531.0888445860152
mp-675227,BaMnO3,0.8679000000000001,-2.4881631407862077,334.7872385437482
mp-757501,BaMnO3,0.8081,-2.484730552252876,394.2143439312978
mp-1016852,BaMnO3,0.0,-2.356205420586207,65.61237804092859
mp-1205336,BaMnO3,1.8948,-2.482318499586208,276.8088065448443
mp-19322,BaMoO3,0.0,-2.516796095000003,66.35139263198728
mp-569812,BaN3Cl,4.0787,-1.0289788400000006,196.73487530542016
mp-3020,BaNbO3,0.0,-3.178754561000029,70.62797941745364
mp-35143,BaNbS3,0.0,-1.7465312854999993,240.1199049020372
mp-754307,BaNdO3,0.0,-2.994579430499999,187.3694230114581
mp-755877,BaNdO3,0.0,-2.9319263804999998,94.61784245961688
mp-1096852,BaNiCl3,0.0,-1.801675203,229.1948669016096
mp-19138,BaNiO3,1.5107000000000004,-1.8200224730000016,133.449151553611
mp-19241,BaNiO3,1.5157000000000005,-1.8199415760000008,133.5298435547286
mp-1120765,BaNiO3,0.0,-1.6957501990000003,65.48415898349904
mp-11879,BaNiSn3,0.0,-0.4753296129999981,128.8626860024842
mp-8558,BaNpO3,0.0,-3.3769336627500053,85.63207796094373
mp-781625,BaOsO3,0.0,-2.0390472809999998,67.13281089520898
mp-11006,BaPS3,3.1164000000000005,-1.4740632439285726,533.9879165208706
mp-11008,BaPSe3,2.1651,-1.294053817834821,594.5640041838495
mp-8557,BaPaO3,0.0,-3.563953095,90.75101233528244
mp-20461,BaPbO3,0.1934,-2.1087983179999994,165.49154870311418
mp-20991,BaPbO3,0.0272999999999998,-2.108112388000001,159.04492951661564
mp-21280,BaPbO3,0.0,-2.081831488999999,83.00858149731611
mp-22230,BaPbO3,0.1992999999999996,-2.108850153,159.2597205485281
mp-561598,BaPbO3,0.0,-1.0136780929999991,101.85659215140905
mp-1178510,BaPdO3,0.0,-1.6852910610000005,70.35635538244601
mp-4783,BaPrO3,0.0,-2.891142755333334,96.732161628463
mp-6909,BaPrO3,0.0,-2.969756294333334,189.85318606930807
mp-6910,BaPrO3,0.0,-2.963822677333333,189.81459273707011
mp-22705,BaPrO3,0.0,-2.974917451833333,379.2913507547934
mp-1183290,BaPtO3,0.0,-1.7123833189999993,70.864454291593
mp-1214788,BaPtO3,0.4420000000000001,-1.8069840201428569,1042.8133825691384
mp-7143,BaPuO3,0.0,-3.3197216107499976,84.09111734321918
mp-505025,BaPuO3,0.0,-3.3440618947499963,338.38736500399904
mp-989637,BaReN3,1.7855000000000003,-0.6977909885000088,383.355376091125
mp-1183298,BaReO3,0.0,-2.3711194475,67.15769002397445
mp-7685,BaRhO3,0.0,-1.9972722704999997,278.4995456894578
mp-1016850,BaRhO3,0.0,-1.9144298250000005,68.64174366791524
mp-3597,BaRuO3,0.0,-2.1901550725000005,278.8465487700886
mp-3598,BaRuO3,0.0,-2.164239095333334,415.01932828972775
mp-5773,BaRuO3,0.0,-2.188219010333334,209.27383936981565
mp-1017591,BaRuO3,0.0,-2.1214496410000008,67.1049654561984
mp-768307,BaSO3,4.4264,-2.5999325254999994,171.06198078454176
mp-18291,BaSbTe3,0.3742999999999998,-1.0412142549999923,1480.0812310614283
mp-1183289,BaScO3,0.0,-3.207111032,75.13526132667413
mp-6989,BaSeO3,3.8866,-2.3180791194687487,176.75970785828287
mp-1070137,BaSi3Pd,0.0,-0.4787977440000013,100.47900681322533
mp-1069809,BaSi3Pt,0.0,-0.5956166679999996,99.46186616984674
mp-7339,BaSiO3,4.5335,-3.3819813555,335.46476985200644
mp-12958,BaSiO3,3.0454,-3.109312189666668,184.4038941538481
mp-18407,BaSiO3,2.1331,-2.9954459870000014,350.22197599033973
mp-776076,BaSiO3,4.6051,-3.36509334175,643.3305773691544
mp-776084,BaSiO3,4.542,-3.404013206000001,518.5696943364608
mp-1016821,BaSiO3,0.9473000000000004,-2.8427449409999994,56.48771473314591
mp-1068048,BaSn3Au,0.0,-0.5027489010000025,144.1073772472349
mp-11269,BaSn3Pd,0.0,-0.6468947850000021,137.33625612600136
mp-30433,BaSn3Pt,0.0,-0.681184819000002,136.51347261001945
mp-3163,BaSnO3,0.3730000000000002,-2.587468272,71.13628093297905
mp-1178513,BaSnO3,0.6650999999999998,-2.586822249000001,147.10169950504223
mp-1183370,BaSnS3,1.2098,-1.394803844999997,501.0655834201988
mp-1214332,BaSrBi3,0.0,-0.7385150494999972,755.8689770548289
mp-754678,BaTaO3,0.0,-3.269091094466667,70.48829628052674
mp-4001,BaTaS3,0.0,-1.7826291849666651,238.4304913891586
mp-1078588,BaTaSe3,0.0,-1.5624086758729157,271.8677044141515
mp-2929,BaTbO3,0.0,-3.0946814163333327,88.21841085680292
mp-2939,BaTbO3,0.0,-3.117726795333334,173.9297807413048
mp-5735,BaTbO3,0.0,-3.123357270333334,174.47420786847704
mp-20129,BaTbO3,0.0,-3.1243206603333333,348.29396015201496
mp-548824,BaTbO3,0.0,-3.1219468203333336,174.9224640948871
mp-1182811,BaTbO3,0.0,-3.108947081333333,176.3501887526242
mp-555174,BaTcO3,0.0,-2.466365041333338,406.2842187794692
mp-5431,BaTeO3,2.7149,-2.357057434333333,189.26378785886055
mp-556021,BaTeO3,3.1676,-2.347717884666667,1133.0081241360815
mp-27499,BaTeS3,1.9176000000000009,-1.1895336203333344,585.3496576133798
mp-8037,BaThO3,3.2033000000000005,-3.691689851,97.34330038250653
mp-1189614,BaThO3,4.6395,-3.775095940999998,367.7631283410378
mp-2998,BaTiO3,1.6675,-3.477498397666666,128.738833485449
mp-5020,BaTiO3,2.5527,-3.4922369876666663,65.6356490658401
mp-5777,BaTiO3,2.2934,-3.492277977666666,65.57310741671338
mp-5933,BaTiO3,1.7260999999999995,-3.4896585356666643,400.2367535081449
mp-5986,BaTiO3,1.7236999999999996,-3.490321403666664,65.32709969254628
mp-19990,BaTiO3,0.0,-1.684818113666667,85.16422489125648
mp-504715,BaTiO3,0.0,-0.4147858896666669,100.48917348467371
